Rk,Player,BPM,G,Draft Team,Round,Pick,Draft Year,College,From,To,Age,G,GS,AS,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team
195,Jake LaRavia,-1.2,193,MIN,1,19,2022,Wake Forest,2022-23,2025-26,21-24,193,39,0,7.1,114,115,3,4.1,0.084,-1.4,0.2,-1.2,0.8,11.9,6.5,11.8,9.2,11.2,2.1,1.5,14.3,15.6,F,"LAL,MEM,SAC"
196,Rodney Hood,-1.2,448,UTA,1,23,2014,Duke,2014-15,2021-22,22-29,448,253,0,17.4,107,111,9.2,8.3,0.076,-0.8,-0.4,-1.2,2.2,12.1,1.6,10.3,6,10.7,1.4,0.6,8.9,19.6,G-F,"CLE,LAC,MIL,POR,TOR,UTA"
197,P.J. Washington,-1.2,432,CHA,1,12,2019,Kentucky,2019-20,2025-26,21-27,432,359,0,16,106,114,2.6,13.4,0.058,-1.3,0.1,-1.2,2.6,13,4.3,16.9,10.6,10.6,1.5,3,12,19.2,F,"CHO,DAL"
198,Markelle Fultz,-1.2,255,PHI,1,1,2017,Washington,2017-18,2024-25,19-26,255,164,0,8.4,106,112,1.5,6.9,0.066,-1.6,0.4,-1.2,1.2,14.3,4,10.9,7.4,28.3,2.3,1.1,14.9,21.4,G,"ORL,PHI,SAC"
199,Jordan Walsh,-1.2,112,SAC,2,38,2023,Arkansas,2023-24,2025-26,19-21,112,22,0,3.5,120,111,1.3,2.1,0.119,-2.4,1.2,-1.2,0.3,11.5,7.9,15.8,11.9,6,2.1,2.5,13,11.8,G-F,BOS
200,Brandon Miller,-1.2,143,CHA,1,2,2023,Alabama,2023-24,2025-26,21-23,143,137,0,3.1,106,119,0.1,3,0.033,0,-1.2,-1.2,0.9,14.1,3.1,12.6,7.8,14.8,1.5,2,11.8,26.3,F-G,CHO
201,Michael Carter-Williams,-1.2,395,PHI,1,11,2013,Syracuse,2013-14,2022-23,22-31,395,217,0,6.6,96,107,-4.8,11.4,0.032,-1.8,0.6,-1.2,1.8,13.5,4,15.1,9.4,27.8,2.5,1.8,17.7,22.7,G,"CHI,CHO,HOU,MIL,ORL,PHI"
202,Collin Sexton,-1.3,456,CLE,1,8,2018,Alabama,2018-19,2025-26,20-27,456,348,0,18.2,112,120,15.7,2.6,0.066,0.8,-2.1,-1.3,2.5,16.2,3.2,7.2,5.2,20.8,1.3,0.4,12.7,26.8,G,"CHI,CHO,CLE,UTA"
203,Keegan Murray,-1.3,255,SAC,1,4,2022,Iowa,2022-23,2025-26,22-25,255,252,0,14.1,116,117,7.3,6.8,0.081,-0.5,-0.8,-1.3,1.5,12.5,5,14.3,9.6,6.1,1.3,2.3,6.5,16.5,F,SAC
204,Marvin Bagley III,-1.3,333,SAC,1,2,2018,Duke,2018-19,2025-26,19-26,333,137,0,15.4,115,116,9.9,5.5,0.101,0.3,-1.6,-1.3,1.2,17.9,11.3,20.6,15.8,6.7,1,2.5,10,21.8,F-C,"DAL,DET,MEM,SAC,WAS"
205,Jonah Bolden,-1.3,51,PHI,2,36,2017,,2018-19,2019-20,23-24,51,10,0,1.4,109,107,0.4,1,0.098,-2.3,1,-1.3,0.1,12.2,7.9,18.7,13.5,7.9,1.4,4.7,16.9,13.7,F,"PHI,PHO"
206,Jabari Smith Jr.,-1.3,267,HOU,1,3,2022,Auburn,2022-23,2025-26,19-22,267,249,0,16.8,115,114,7.4,9.3,0.094,-1,-0.3,-1.3,1.4,12.9,5.7,19.6,12.5,6.3,1,2.5,9.1,17.7,F-C,HOU
207,Trey Burke,-1.3,498,MIN,1,9,2013,Michigan,2013-14,2021-22,21-29,498,130,0,12.9,105,112,7.7,5.3,0.06,0.2,-1.5,-1.3,1.7,13.8,1.8,7.8,4.8,24.4,1.3,0.4,10.4,23.1,G,"DAL,NYK,PHI,UTA,WAS"
208,Sam Dekker,-1.4,201,HOU,1,18,2015,Wisconsin,2015-16,2021-22,21-27,201,8,0,5.4,111,112,3,2.3,0.083,-0.8,-0.6,-1.4,0.5,12.7,6.7,14.7,10.7,7.4,1.6,1,8.8,15.4,F,"CLE,HOU,LAC,TOR,WAS"
209,Ayo Dosunmu,-1.4,330,CHI,2,38,2021,Illinois,2021-22,2025-26,22-26,330,164,0,15.9,116,117,9.3,6.6,0.084,-1.3,-0.1,-1.4,1.4,12.5,2.3,9.2,5.8,16.6,1.4,1.2,12.8,16.3,G,"CHI,MIN"
210,Saben Lee,-1.4,134,UTA,2,38,2020,Vanderbilt,2020-21,2023-24,21-24,134,8,0,3.5,111,113,1.4,2.1,0.085,-2.1,0.7,-1.4,0.3,13.7,3.4,11.6,7.4,28.1,2.4,1.3,15.4,17.8,G,"DET,PHI,PHO"
211,Gary Harris,-1.4,657,CHI,1,19,2014,Michigan State,2014-15,2025-26,20-31,657,448,0,27.4,111,113,15.1,12.3,0.076,-1.4,-0.1,-1.4,2.6,11.7,2.3,7.2,4.7,10,2,0.8,10,16.3,G,"DEN,MIL,ORL"
212,Dylan Windler,-1.4,101,CLE,1,26,2019,Belmont,2020-21,2023-24,24-27,101,0,0,1.6,109,112,0.5,1.1,0.072,-2,0.6,-1.4,0.2,10.3,4.5,17.2,10.8,10,1.6,1.2,15.4,13.3,G-F,"ATL,CLE,LAL,NYK"
213,Cheick Diallo,-1.4,183,LAC,2,33,2016,Kansas,2016-17,2021-22,20-25,183,3,0,6.3,117,108,3.5,2.9,0.139,-1.2,-0.2,-1.4,0.3,17,8.8,27.9,18.5,5.2,1.2,2.7,13.3,17,F,"DET,NOP,PHO"
214,Gary Trent Jr.,-1.4,464,SAC,2,37,2018,Duke,2018-19,2025-26,20-27,464,227,0,19.5,113,117,11.1,8.4,0.073,-0.7,-0.8,-1.4,1.8,12.6,1.3,7.6,4.4,7.5,1.9,0.6,5.3,19.5,G,"MIL,POR,TOR"
215,Marcus Sasser,-1.4,146,MEM,1,25,2023,Houston,2023-24,2025-26,23-25,146,12,0,3.4,112,118,1.7,1.7,0.071,-0.9,-0.6,-1.4,0.3,13,1.4,8.6,5,24.8,1.9,0.7,14.4,19.8,G,DET
216,Dalano Banton,-1.4,219,TOR,2,46,2021,Nebraska,2021-22,2025-26,22-26,219,19,0,2.1,103,114,-1,3.2,0.032,-1.3,-0.1,-1.4,0.5,12.6,4,13.2,8.4,20.3,1.8,2.3,13.7,23,G-F,"BOS,LAC,POR,TOR"
217,Zach Collins,-1.4,388,SAC,1,10,2017,Gonzaga,2017-18,2025-26,20-28,388,83,0,12.4,111,113,5.2,7.2,0.081,-1.7,0.2,-1.4,1,13.9,8.4,19.3,13.8,13.6,1.1,2.9,16.2,18.7,C-F,"CHI,POR,SAS"
218,Jevon Carter,-1.4,440,MEM,2,32,2018,West Virginia,2018-19,2025-26,23-30,440,49,0,8.9,108,114,2.2,6.6,0.064,-1.9,0.4,-1.4,0.9,10.4,2.2,9.6,5.9,13.9,1.9,1.4,10.5,15.8,G,"BRK,CHI,MEM,MIL,ORL,PHO"
219,Vince Williams Jr.,-1.5,134,MEM,2,47,2022,VCU,2022-23,2025-26,22-25,134,51,0,3.5,107,115,0.4,3.1,0.058,-2.1,0.6,-1.5,0.4,11.3,4.6,16.7,10.5,19.5,1.6,1.9,17.1,17.1,F,"MEM,UTA"
220,Toumani Camara,-1.5,207,PHO,2,52,2023,Dayton,2023-24,2025-26,23-25,207,186,0,9.7,114,117,4.3,5.4,0.074,-1.6,0.1,-1.5,0.8,11.4,7,12.5,9.7,9.3,1.9,1.6,13.9,14.8,F,POR
221,Meyers Leonard,-1.5,456,POR,1,11,2012,Illinois,2012-13,2022-23,20-30,456,95,0,15.8,113,109,9.2,6.7,0.104,-1.3,-0.1,-1.5,1,12,5.1,21.5,13.4,8,0.6,1.4,12.7,15,C-F,"MIA,MIL,POR"
222,Omari Spellman,-1.5,95,ATL,1,30,2018,Villanova,2018-19,2019-20,21-22,95,14,0,2.4,108,113,1.1,1.3,0.068,-0.6,-0.8,-1.5,0.2,13.4,9.1,17.2,13,8,1.6,2.6,12.4,16.9,F,"ATL,GSW"
223,Jared Butler,-1.5,148,NOH,2,40,2021,Baylor,2021-22,2024-25,21-24,148,19,0,2.5,110,118,1.2,1.3,0.059,-0.7,-0.8,-1.5,0.3,14.5,2.1,9.6,5.8,30.9,2.2,1.3,15.7,22.3,G,"OKC,PHI,UTA,WAS"
224,Udoka Azubuike,-1.5,84,UTA,1,27,2020,Kansas,2020-21,2023-24,21-24,84,10,0,2,125,111,1.1,1,0.133,-2,0.5,-1.5,0.1,15.5,9.9,25.1,17.7,2.7,0.6,4.3,17.3,12.6,C,"PHO,UTA"
225,Isaiah Stewart,-1.5,355,POR,1,16,2020,Washington,2020-21,2025-26,19-24,355,194,0,18.8,117,113,9.1,9.7,0.104,-1.6,0.1,-1.5,1.1,14,9.8,21.3,15.4,7.6,0.8,4.5,13.4,15,F-C,DET
226,Jaden McDaniels,-1.5,423,LAL,1,28,2020,Washington,2020-21,2025-26,20-25,423,347,0,22.4,113,113,8.3,14.1,0.088,-2.1,0.5,-1.5,1.5,11.6,4.3,11.6,8,8.3,1.5,2.7,11.5,15.7,F,MIN
227,James Ennis III,-1.5,395,ATL,2,50,2013,Long Beach State,2014-15,2021-22,24-31,395,140,0,16.2,114,111,9.3,6.9,0.097,-1.4,-0.1,-1.5,0.9,11.7,5.4,12.9,9.1,6.9,1.5,1.2,11.8,14.2,F,"BRK,DEN,DET,HOU,LAC,MEM,MIA,NOP,ORL,PHI"
228,Justin Anderson,-1.5,242,DAL,1,21,2015,Virginia,2015-16,2021-22,22-28,242,30,0,4.9,104,109,1.4,3.5,0.072,-1.4,-0.1,-1.5,0.4,12.4,4.7,16.3,10.4,8.4,1.6,2.1,10.3,18.4,G,"ATL,BRK,CLE,DAL,IND,PHI"
229,Anthony Black,-1.6,204,ORL,1,6,2023,Arkansas,2023-24,2025-26,20-22,204,80,0,6.8,106,112,0.2,6.6,0.068,-2.5,0.9,-1.6,0.5,11.8,2.9,11.4,7,17.1,2.1,2.1,15.1,18.8,G,ORL
230,RJ Barrett,-1.6,421,NYK,1,3,2019,Duke,2019-20,2025-26,19-25,421,420,0,15.6,106,115,3.2,12.4,0.054,-0.5,-1.1,-1.6,1.5,14.1,3,15.5,9.2,16.2,1,0.8,11.1,26,G-F,"NYK,TOR"
231,Bruce Brown,-1.6,515,DET,2,42,2018,Miami (FL),2018-19,2025-26,22-29,515,270,0,22.1,113,114,10.2,11.8,0.083,-1.9,0.3,-1.6,1.3,12.3,4.8,13.9,9.4,13.2,1.8,1.6,12.2,15.6,G-F,"BRK,DEN,DET,IND,NOP,TOR"
232,Jerian Grant,-1.6,279,WAS,1,19,2015,Notre Dame,2015-16,2019-20,23-27,279,61,0,8.3,107,110,4,4.3,0.08,-1.9,0.3,-1.6,0.5,12.5,2,9.6,5.7,23.7,2,0.5,14.4,16.8,G,"CHI,NYK,ORL,WAS"
233,Allen Crabbe,-1.6,381,CLE,2,31,2013,California,2013-14,2019-20,21-27,381,113,0,13.7,109,112,8.1,5.7,0.072,-1.2,-0.4,-1.6,0.9,10.8,1.3,11.4,6.3,7.1,1.2,0.9,8.4,16,G-F,"ATL,BRK,MIN,POR"
234,Keita Bates-Diop,-1.6,283,MIN,2,48,2018,Ohio State,2018-19,2023-24,23-28,283,67,0,7.4,114,115,3.9,3.6,0.078,-1.2,-0.4,-1.6,0.5,12.7,4.9,15.3,10,7.2,1.5,1.8,9.3,15.2,F,"BRK,DEN,MIN,PHO,SAS"
235,Kyle Kuzma,-1.6,594,NJN,1,27,2017,Utah,2017-18,2025-26,22-30,594,437,0,16,103,114,-0.4,16.4,0.042,-0.5,-1.1,-1.6,1.7,13.7,3.6,18.1,10.9,13.3,0.9,1.4,12.2,24.3,F,"LAL,MIL,WAS"
236,Coby White,-1.6,452,CHI,1,7,2019,North Carolina,2019-20,2025-26,19-25,452,251,0,18.6,110,117,9.4,9.3,0.067,-0.3,-1.3,-1.6,1.2,13.4,1.4,12.2,6.8,19.1,1.1,0.5,12,22.5,G,"CHI,CHO"
237,Chimezie Metu,-1.6,260,SAS,2,49,2018,Southern California,2018-19,2023-24,21-26,260,38,0,5.7,109,113,1.8,3.9,0.076,-1.7,0,-1.6,0.3,14.2,5.5,22.8,14.1,7.9,1.9,2.3,13.1,18.4,F-C,"DET,PHO,SAC,SAS"
238,Ivan Rabb,-1.7,85,ORL,2,35,2017,California,2017-18,2018-19,20-21,85,18,0,3.2,115,109,1.9,1.4,0.125,-1,-0.7,-1.7,0.1,16.3,11.1,22.6,16.7,11.3,1.2,2.1,14.6,17.4,F,MEM
239,Glenn Robinson III,-1.7,304,MIN,2,40,2014,Michigan,2014-15,2020-21,21-27,304,105,0,7.9,110,112,4.2,3.7,0.071,-1.1,-0.6,-1.7,0.4,11.4,4.2,12.1,8.1,6.7,1.4,0.9,8.6,14.8,G-F,"DET,GSW,IND,MIN,PHI,SAC"
240,Mouhamed Gueye,-1.7,96,CHA,2,39,2023,Washington State,2023-24,2025-26,21-23,96,33,0,3,113,112,0.9,2.1,0.095,-2.6,0.9,-1.7,0.1,12.8,8.7,17.9,13.2,7.3,2.5,4,8.5,14.1,F,ATL
241,Jaylen Clark,-1.7,94,MIN,2,53,2023,UCLA,2024-25,2025-26,23-24,94,4,0,2.8,120,113,1.2,1.6,0.109,-3.3,1.6,-1.7,0.1,10.6,6.6,7.1,6.8,6,2.9,0.7,7.4,12.4,G,MIN
242,Georges Niang,-1.7,544,IND,2,50,2016,Iowa State,2016-17,2024-25,23-31,544,32,0,15.9,112,114,6.9,9,0.08,-1,-0.7,-1.7,0.7,10.8,2,13.6,7.9,8,0.9,0.7,10,17.4,F,"ATL,CLE,IND,PHI,UTA"
243,Peyton Watson,-1.7,220,OKC,1,30,2022,UCLA,2022-23,2025-26,20-23,220,63,0,7.7,111,114,2.4,5.3,0.077,-1.9,0.2,-1.7,0.4,12.5,3.8,13.6,8.9,7.8,1.4,4.6,11.1,16.7,G-F,DEN
244,AJ Griffin,-1.7,92,ATL,1,16,2022,Duke,2022-23,2023-24,19-20,92,12,0,1.8,112,119,0.9,0.9,0.053,-0.9,-0.8,-1.7,0.1,11.3,2.7,9.3,6,6.6,1.3,0.8,7.5,17.8,F,ATL
245,Mike Scott,-1.7,555,ATL,2,43,2012,Virginia,2012-13,2020-21,24-32,555,34,0,16.8,108,109,7.9,8.9,0.088,-0.8,-0.9,-1.7,0.6,12.3,4.7,16.1,10.5,8.3,1,0.7,9.5,18.1,F,"ATL,LAC,PHI,WAS"
246,Jarace Walker,-1.8,166,WAS,1,8,2023,Houston,2023-24,2025-26,20-22,166,28,0,2.2,103,115,-0.9,3.2,0.036,-1.9,0.2,-1.8,0.2,11.4,2.8,18.9,10.8,13.1,1.9,1.6,15.2,18.7,F,IND
247,Cody Martin,-1.8,263,CHA,2,36,2019,Nevada,2019-20,2025-26,24-30,263,54,0,7.1,108,114,2,5.1,0.06,-2.6,0.8,-1.8,0.3,11.1,4.7,13.9,9.2,14,2.2,1.8,13.7,13.5,G-F,"CHO,IND,PHO"
248,Bernard James,-1.8,92,CLE,2,33,2012,Florida State,2012-13,2014-15,27-29,92,13,0,1.9,111,104,0.9,1,0.117,-2.5,0.7,-1.8,0,13.8,12.6,18.5,15.6,2.4,1.1,6.4,15.5,13.1,C,DAL
249,Josh Okogie,-1.8,469,MIN,1,20,2018,Georgia Tech,2018-19,2025-26,20-27,469,196,0,13.5,110,113,4.8,8.7,0.072,-2.4,0.6,-1.8,0.5,11.1,6.2,10.6,8.3,7.8,2.3,1.8,12.3,14.6,G,"CHO,HOU,MIN,PHO"
250,Grant Williams,-1.8,397,BOS,1,22,2019,Tennessee,2019-20,2025-26,21-27,397,111,0,16.3,114,113,6.7,9.6,0.087,-2.3,0.5,-1.8,0.5,10.1,4.7,13,8.9,8.7,1.1,2.1,14.2,13.5,F,"BOS,CHO,DAL"
251,Michael Kidd-Gilchrist,-1.8,446,CHA,1,2,2012,Kentucky,2012-13,2019-20,19-26,446,356,0,21,108,108,9.6,11.5,0.092,-2,0.2,-1.8,0.6,13.4,7,17.6,12.2,7.5,1.4,2.3,10.1,16.2,F,"CHA,CHO,DAL"
252,T.J. Leaf,-1.8,146,IND,1,18,2017,UCLA,2017-18,2020-21,20-23,146,2,0,2.7,112,109,1.3,1.4,0.104,-1,-0.8,-1.8,0.1,13.7,8.7,16.7,12.7,5.1,1,2,6.7,16.9,F,"IND,POR"
253,Landry Shamet,-1.8,432,PHI,1,26,2018,Wichita State,2018-19,2025-26,21-28,432,106,0,15.1,115,116,8.9,6.1,0.079,-1,-0.8,-1.8,0.5,10.3,1.3,7.2,4.3,9.5,1.1,0.6,8.2,16,G,"BRK,LAC,NYK,PHI,PHO,WAS"
254,Troy Brown Jr.,-1.8,356,WAS,1,15,2018,Oregon,2018-19,2023-24,19-24,356,99,0,8.6,109,114,3,5.7,0.061,-1.8,0,-1.8,0.4,10.7,4.1,16.7,10.4,10.1,1.6,0.5,10.1,14.5,G-F,"CHI,DET,LAL,MIN,WAS"
255,Jordan Poole,-1.8,443,GSW,1,28,2019,Michigan,2019-20,2025-26,20-26,443,255,0,11.6,107,117,3.7,7.8,0.046,-0.3,-1.5,-1.8,0.6,13.8,1.4,9,5.2,20.9,1.5,0.9,13.3,26.6,G,"GSW,NOP,WAS"
256,Kelly Oubre Jr.,-1.8,691,ATL,1,15,2015,Kansas,2015-16,2025-26,20-30,691,342,0,27,107,113,9,18,0.069,-1.2,-0.6,-1.8,0.9,13.3,4.2,14.6,9.3,6.4,1.9,1.6,8.4,21,F,"CHO,GSW,PHI,PHO,WAS"
257,Denzel Valentine,-1.9,256,CHI,1,14,2016,Michigan State,2016-17,2021-22,23-28,256,45,0,4.5,101,111,-0.1,4.6,0.044,-1.8,0,-1.9,0.2,10.6,2.2,17.4,9.7,14.4,1.6,0.6,11.4,18,G,"CHI,CLE,UTA"
258,Alex Len,-1.9,690,PHO,1,5,2013,Maryland,2013-14,2024-25,20-31,690,244,0,23.9,110,109,11.4,12.4,0.097,-1.9,0,-1.9,0.3,15,10.8,22.8,16.7,7.4,1,4.4,15.3,17.4,C,"ATL,LAL,PHO,SAC,TOR,WAS"
259,Miles Plumlee,-1.9,346,IND,1,26,2012,Duke,2012-13,2018-19,24-30,346,168,0,10.6,106,106,3.9,6.7,0.09,-1.9,0,-1.9,0.2,13.7,10.8,20.1,15.5,4.7,1.4,3.6,16.6,14.4,C-F,"ATL,CHO,IND,MIL,PHO"
260,John Jenkins,-1.9,171,ATL,1,23,2012,Vanderbilt,2012-13,2018-19,21-27,171,8,0,3,106,111,1.8,1.2,0.065,-0.6,-1.3,-1.9,0.1,11.7,1.9,10.9,6.4,9.9,0.7,0.5,11,17.8,G,"ATL,DAL,NYK,PHO,WAS"
261,Aaron Holiday,-1.9,484,IND,1,23,2018,UCLA,2018-19,2025-26,22-29,484,67,0,11.2,108,114,3.8,7.4,0.068,-2,0,-1.9,0.1,11.2,1.8,8.4,5.1,16.3,1.7,0.9,12.5,17.9,G,"ATL,HOU,IND,PHO,WAS"
262,Talen Horton-Tucker,-2,305,ORL,2,46,2019,Iowa State,2019-20,2024-25,19-24,305,55,0,6,105,114,0.3,5.7,0.049,-2,0,-2,0,12.8,2.7,11.9,7.3,20.9,1.9,1.6,13.6,22.3,G-F,"CHI,LAL,UTA"
263,Jalen Pickett,-2,115,IND,2,32,2023,Penn State,2023-24,2025-26,24-26,115,22,0,2.1,116,119,1.3,0.8,0.068,-1.1,-0.9,-2,0,10.6,2.7,11.1,7.1,19.3,1.2,0.6,12.7,14,G,DEN
264,Rui Hachimura,-2,384,WAS,1,9,2019,Gonzaga,2019-20,2025-26,21-27,384,254,0,17.5,114,117,10.3,7.2,0.078,-0.8,-1.2,-2,0,13.2,3.9,14.4,9.2,6.5,1.1,0.9,7.4,18,F,"LAL,WAS"
265,Shabazz Muhammad,-2,278,UTA,1,14,2013,UCLA,2013-14,2017-18,21-25,278,16,0,8.5,111,115,7.7,0.7,0.085,0.9,-2.9,-2,0,15.9,7,11.6,9.3,5.5,0.9,0.4,7.4,22.9,F-G,"MIL,MIN"
266,Tyler Zeller,-2,414,DAL,1,17,2012,North Carolina,2012-13,2019-20,23-30,414,166,0,17.1,111,108,10.4,6.6,0.113,-1.4,-0.6,-2,0,14.9,9.6,18.5,14,8.1,0.7,2.7,11.8,17.8,F-C,"ATL,BOS,BRK,CLE,MEM,MIL,SAS"
267,Festus Ezeli,-2,170,GSW,1,30,2012,Vanderbilt,2012-13,2015-16,23-26,170,61,0,5.9,107,102,2.2,3.8,0.119,-2.5,0.5,-2,0,13.4,13.8,18.9,16.5,3.7,1,5.3,16.7,14.6,C,GSW
268,Jahlil Okafor,-2,248,PHI,1,3,2015,Duke,2015-16,2024-25,20-29,248,116,0,7.2,105,111,3.3,3.9,0.071,-1.1,-0.9,-2,0,16.4,8.3,17.8,13,8.1,0.7,3.2,13.3,23.2,C-F,"BRK,DET,IND,NOP,PHI"
269,Quincy Acy,-2,337,TOR,2,37,2012,Baylor,2012-13,2018-19,22-28,337,60,0,8.7,108,109,4.4,4.4,0.078,-2,-0.1,-2,-0.1,11.2,6.3,18.1,12.1,6.1,1.3,2,12.9,13.9,F-C,"BRK,DAL,NYK,PHO,SAC,TOR"
270,Shake Milton,-2,359,DAL,2,54,2018,SMU,2018-19,2024-25,22-28,359,47,0,11.7,111,114,5.5,6.2,0.084,-1.4,-0.7,-2,-0.1,12.6,2.9,10.2,6.6,18.9,1.2,1,12.2,19.6,G,"BRK,DET,LAL,MIN,NYK,PHI"
271,Tony Snell,-2,601,CHI,1,20,2013,New Mexico,2013-14,2021-22,22-30,601,310,0,18.5,111,112,9.8,8.8,0.068,-1.7,-0.4,-2,-0.1,8.9,1.5,10,5.8,7.3,1,0.9,9.2,12.1,G-F,"ATL,CHI,DET,MIL,NOP,POR"
272,Aaron Nesmith,-2,321,BOS,1,14,2020,Vanderbilt,2020-21,2025-26,21-26,321,178,0,11.1,114,117,5.7,5.4,0.074,-1.6,-0.5,-2,-0.1,11.4,3.8,13.2,8.5,7,1.4,1.6,9.7,16.8,G-F,"BOS,IND"
273,Jaylen Nowell,-2.1,205,MIN,2,43,2019,Washington,2019-20,2024-25,20-25,205,4,0,4.7,110,117,2.3,2.3,0.064,-1,-1.1,-2.1,-0.1,13.6,2.8,11.1,6.9,16.3,1.3,0.9,8,22.2,G,"DET,MEM,MIN,NOP"
274,Taurean Prince,-2.1,590,UTA,1,12,2016,Baylor,2016-17,2025-26,22-31,590,344,0,15.2,104,113,1.8,13.4,0.05,-1.9,-0.2,-2.1,-0.2,10.7,2,13.6,7.8,10,1.6,1.4,13.5,17.6,F,"ATL,BRK,CLE,LAL,MIL,MIN"
275,Olivier-Maxence Prosper,-2.1,124,SAC,1,24,2023,Marquette,2023-24,2025-26,21-23,124,8,0,2.6,116,116,1.4,1.2,0.091,-1.1,-0.9,-2.1,0,13.3,7.6,15.5,11.6,8.4,1.6,1,8.3,16.7,F,"DAL,MEM"
276,Jordan McRae,-2.1,123,SAS,2,58,2014,Tennessee,2015-16,2019-20,24-28,123,9,0,1.7,105,114,0.8,0.9,0.048,-0.8,-1.3,-2.1,0,13.2,2.2,12.6,7.3,14.9,1.3,1.5,9.6,22.7,G,"CLE,DEN,DET,PHO,WAS"
277,Jericho Sims,-2.1,233,NYK,2,58,2021,Texas,2021-22,2025-26,23-27,233,45,0,8.3,133,114,4.6,3.7,0.122,-2.5,0.4,-2.1,-0.1,11.6,11.8,20.2,16,5.7,0.8,2.9,24.9,7.4,F-C,"MIL,NYK"
278,Sterling Brown,-2.1,268,PHI,2,46,2017,SMU,2017-18,2022-23,22-27,268,29,0,6.6,105,109,1.2,5.4,0.071,-2.4,0.3,-2.1,-0.1,10,3.7,17.4,10.6,8.2,1.5,0.9,11.7,14.5,G,"DAL,HOU,LAL,MIL"
279,Hamidou Diallo,-2.1,265,NJN,2,45,2018,Kentucky,2018-19,2023-24,20-25,265,44,0,6.2,105,112,0.7,5.5,0.06,-2.5,0.4,-2.1,-0.1,13.6,5.8,16.7,11.1,9.3,2.2,1.4,11.8,20.7,G,"DET,OKC,WAS"
280,Dennis Smith Jr.,-2.1,326,DAL,1,9,2017,NC State,2017-18,2023-24,20-26,326,152,0,2.3,98,112,-4.9,7.2,0.015,-2.3,0.2,-2.1,-0.2,12.3,3,11.1,6.9,27.9,2.4,1.3,16.1,22.6,G,"BRK,CHO,DAL,DET,NYK,POR"
281,Shaedon Sharpe,-2.1,232,POR,1,7,2022,Kentucky,2022-23,2025-26,19-22,232,134,0,5.8,108,118,1.6,4.1,0.042,-0.7,-1.4,-2.1,-0.2,13.4,3.7,12.3,7.9,12.6,1.5,0.8,11.9,24.2,G,POR
282,Max Christie,-2.1,238,LAL,2,35,2022,Michigan State,2022-23,2025-26,19-22,238,89,0,6.9,113,117,3,4,0.065,-1.8,-0.3,-2.1,-0.1,10.4,1.6,12,7,9,1.1,1.2,10.9,14.9,G,"DAL,LAL"
283,Deyonta Davis,-2.1,107,BOS,2,31,2016,Michigan State,2016-17,2018-19,20-22,107,6,0,3.6,121,109,2.2,1.3,0.131,-1.7,-0.4,-2.1,0,15.4,9,21.7,15.2,6,0.8,4.4,10.4,14.3,C-F,"ATL,MEM"
284,Dion Waiters,-2.1,419,CLE,1,4,2012,Syracuse,2012-13,2019-20,21-28,419,211,0,8.8,98,109,-0.2,9,0.036,-1.2,-0.9,-2.1,-0.4,12,1.6,8.8,5.2,16.1,1.7,0.8,12,23.5,G,"CLE,LAL,MIA,OKC"
285,Cam Thomas,-2.1,245,NJN,1,27,2021,Louisiana State,2021-22,2025-26,20-24,245,88,0,5.4,108,119,2.3,3.1,0.045,0.1,-2.2,-2.1,-0.2,14.9,1.5,10.5,6,15.6,1,0.6,9.7,28.7,G,"BRK,MIL"
286,Solomon Hill,-2.1,448,IND,1,23,2013,Arizona,2013-14,2021-22,22-30,448,189,0,11.9,103,109,2.3,9.6,0.059,-2.7,0.5,-2.1,-0.3,8.7,3.3,12.3,7.8,9.5,1.6,0.9,13.6,12.6,F,"ATL,IND,MEM,MIA,NOP"
287,Justise Winslow,-2.1,344,MIA,1,10,2015,Duke,2015-16,2022-23,19-26,344,128,0,8.2,98,108,-2.8,11,0.044,-2.9,0.7,-2.1,-0.3,10.3,4.6,17.2,10.9,14.6,1.7,1.3,14.4,17.1,F,"LAC,MEM,MIA,POR"
288,Doug McDermott,-2.1,709,DEN,1,11,2014,Creighton,2014-15,2025-26,23-34,709,97,0,21.5,114,116,15.3,6.2,0.076,-0.4,-1.7,-2.1,-0.5,11.6,2.1,9.6,5.8,7.1,0.5,0.4,8,17.5,F,"CHI,DAL,IND,NYK,OKC,SAC,SAS"
289,Precious Achiuwa,-2.2,371,MIA,1,20,2020,Memphis,2020-21,2025-26,21-26,371,107,0,13.4,111,112,4.3,9.2,0.086,-1.9,-0.3,-2.2,-0.3,14.1,10.4,21.4,15.8,7.1,1.5,3,11.8,17.2,F,"MIA,NYK,SAC,TOR"
290,Eric Paschall,-2.2,158,GSW,2,41,2019,Villanova,2019-20,2021-22,23-25,158,31,0,5,111,115,3.3,1.7,0.078,-0.7,-1.5,-2.2,-0.1,14.1,4.9,13,8.9,11,0.8,0.7,10.9,21,F,"GSW,UTA"
291,Isaac Okoro,-2.2,384,CLE,1,5,2020,Auburn,2020-21,2025-26,20-25,384,288,0,17.8,117,115,9,8.7,0.085,-2.5,0.3,-2.2,-0.6,10.1,4.1,7.8,5.9,8.3,1.4,1.3,9.7,13.2,G-F,"CHI,CLE"
